회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member
748910848,정상회원,기흥구-보정동,여,44,미신청,.,normal
748914560,정상회원,수지구-신봉동,여,67,미신청,.,normal
748916416,정상회원,수지구-동천동,여,45,신청,.,normal
748927552,정상회원,수지구-신봉동,여,66,미신청,.,normal
748936832,정상회원,수지구-신봉동,여,75,미신청,.,normal
748940544,정상회원,수지구-신봉동,여,51,미신청,수신,normal
748946112,정상회원,수지구-신봉동,여,63,미신청,.,normal
748949824,정상회원,기흥구-보정동,여,41,신청,.,normal
748960960,정상회원,수지구-죽전동,여,46,미신청,.,normal
749016640,정상회원,수지구-성복동,여,45,미신청,.,normal
749018496,정상회원,수지구-신봉동,여,45,미신청,.,normal
749031488,정상회원,수지구-신봉동,여,75,미신청,.,normal
749038912,탈퇴,수지구-신봉동,여,49,미신청,.,normal
749046336,정상회원,수지구-신봉동,여,68,미신청,.,normal
749048192,정상회원,수지구-동천동,여,43,미신청,.,normal
749059328,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
749118720,정상회원,기흥구-보정동,여,66,미신청,.,normal
749131712,정상회원,수지구-동천동,여,42,신청,.,normal
749133568,정상회원,기흥구-언남동,여,43,미신청,.,normal
749139136,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
749140992,정상회원,기타-기타,여,49,미신청,.,normal
749153984,정상회원,수지구-동천동,여,69,미신청,.,normal
749207808,정상회원,수지구-풍덕천동,여,59,신청,.,normal
749220800,정상회원,수지구-신봉동,여,61,미신청,.,normal
749226368,정상회원,기흥구-마북동,여,54,미신청,.,normal
749243072,정상회원,수지구-신봉동,여,40,미신청,.,normal
749244928,정상회원,수지구-동천동,여,53,미신청,.,normal
749252352,정상회원,수지구-신봉동,여,51,미신청,.,normal
749254208,정상회원,수지구-신봉동,여,45,미신청,.,normal
749272768,정상회원,수지구-상현동,남,61,신청,.,normal
749280192,정상회원,수지구-동천동,여,50,미신청,.,normal
749298752,정상회원,기타-기타,여,69,미신청,.,normal
749322880,정상회원,기흥구-보정동,여,54,미신청,.,normal
749328448,정상회원,기타-기타,여,46,미신청,.,normal
749335872,정상회원,수원 영통구-기타,여,49,미신청,.,normal
749343296,정상회원,수지구-상현동,여,40,미신청,수신,normal
749369280,정상회원,수지구-신봉동,여,45,미신청,.,normal
749385984,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
749387840,정상회원,수지구-기타,여,52,신청,.,normal
749406400,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
749430528,정상회원,수지구-상현동,여,48,신청,.,normal
749482496,정상회원,수지구-동천동,여,49,미신청,.,normal
749493632,정상회원,수지구-상현동,여,64,미신청,.,normal
749506624,정상회원,수지구-신봉동,여,65,미신청,.,normal
749517760,정상회원,수지구-신봉동,여,45,미신청,.,normal
749519616,정상회원,수지구-풍덕천동,남,46,미신청,.,normal
749556736,정상회원,수지구-신봉동,여,64,미신청,.,normal
749580864,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
749588288,정상회원,기흥구-언남동,여,44,미신청,.,normal
749616128,정상회원,기흥구-보정동,여,48,미신청,.,normal
749679232,정상회원,수지구-동천동,여,44,신청,.,normal
749682944,정상회원,기흥구-구갈동,여,43,미신청,.,normal
749708928,정상회원,수지구-상현동,여,43,미신청,.,normal
749716352,정상회원,수지구-성복동,여,47,미신청,.,normal
749729344,정상회원,서울 송파구-기타,여,41,미신청,.,normal
749892672,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
750024448,정상회원,수지구-풍덕천동,여,43,신청,.,normal
750030016,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
750150656,정상회원,수지구-신봉동,여,41,미신청,.,normal
750260160,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
750403072,정상회원,수지구-동천동,여,51,미신청,.,normal
750427200,정상회원,기흥구-보정동,여,69,미신청,.,normal
750620224,정상회원,수지구-풍덕천동,여,60,미신청,.,normal
750904192,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
751097216,정상회원,수지구-동천동,여,41,미신청,.,normal
751171456,정상회원,수지구-신봉동,여,36,미신청,.,normal
751305088,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
751340352,정상회원,수지구-풍덕천동,여,45,신청,.,normal
751384896,정상회원,수지구-풍덕천동,여,60,미신청,.,normal
751442432,정상회원,수지구-신봉동,여,41,신청,.,normal
751579776,정상회원,수지구-동천동,여,56,미신청,.,normal
751605760,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
751641024,정상회원,수지구-신봉동,여,65,신청,.,normal
751941696,정상회원,수지구-신봉동,여,51,미신청,수신,normal
752064192,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
752149568,정상회원,기타-보라동,여,48,미신청,.,normal
752327744,정상회원,수지구-상현동,여,63,미신청,.,normal
752400128,정상회원,수지구-상현동,여,56,신청,.,normal
752431680,정상회원,수지구-상현동,여,45,미신청,.,normal
752474368,정상회원,수지구-상현동,여,54,미신청,.,normal
752513344,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
752567168,정상회원,수지구-신봉동,여,47,미신청,.,normal
752622848,정상회원,수원 장안구-기타,여,45,미신청,.,normal
752628416,정상회원,기흥구-죽전동,여,35,미신청,.,normal
752697088,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
752832576,정상회원,수지구-신봉동,남,48,신청,.,normal
752891968,정상회원,수지구-죽전동,여,41,미신청,.,normal
752960640,정상회원,수지구-풍덕천동,여,54,미신청,.,normal
752997760,정상회원,수지구-신봉동,여,35,미신청,.,normal
752999616,정상회원,수지구-신봉동,남,78,미신청,.,normal
753138816,정상회원,수지구-풍덕천동,여,40,신청,.,normal
753220480,정상회원,수지구-풍덕천동,여,41,미신청,수신,normal
753368960,정상회원,수지구-성복동,여,42,신청,.,normal
753446912,정상회원,처인구-고림동,여,32,미신청,.,normal
753519296,정상회원,기흥구-보정동,여,30,미신청,.,normal
75381440,정상회원,기흥구-마북동,여,87,미신청,.,normal
75403712,정상회원,수지구-상현동,여,65,미신청,.,normal
754118784,정상회원,수지구-신봉동,남,62,미신청,.,normal
754187456,정상회원,수지구-동천동,여,42,미신청,.,normal
754220864,정상회원,수지구-풍덕천동,여,67,미신청,.,normal
754322944,정상회원,수지구-상현동,여,38,미신청,.,normal
75438976,정상회원,수지구-성복동,여,66,신청,.,normal
754714560,정상회원,수지구-신봉동,여,67,미신청,.,normal
754866752,정상회원,처인구-유방동,여,51,미신청,.,normal
754998528,정상회원,기흥구-보정동,여,41,미신청,.,normal
755230528,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
755384576,정상회원,수지구-동천동,여,50,미신청,.,normal
755657408,정상회원,기타-기타,여,38,미신청,.,normal
755943232,정상회원,수지구-신봉동,여,41,미신청,.,normal
75596736,정상회원,수지구-죽전동,여,61,미신청,수신,normal
756013760,정상회원,수지구-풍덕천동,여,66,미신청,.,normal
756533440,정상회원,수지구-성복동,여,59,미신청,.,normal
756553856,정상회원,수지구-동천동,여,56,신청,.,normal
756720896,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
756847104,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
756854528,정상회원,하남-기타,여,36,미신청,.,normal
757014144,정상회원,분당구-수내동,여,42,미신청,.,normal
757021568,정상회원,분당구-판교동,여,43,미신청,.,normal
757279552,정상회원,수지구-신봉동,여,56,미신청,.,normal
75730368,정상회원,수지구-성복동,여,70,신청,.,normal
757307392,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
757372352,정상회원,수지구-상현동,여,36,미신청,.,normal
757437312,정상회원,수지구-신봉동,여,41,미신청,.,normal
757639616,정상회원,수지구-풍덕천동,여,72,미신청,.,normal
757671168,정상회원,수지구-신봉동,여,49,미신청,.,normal
757699008,정상회원,수지구-풍덕천동,여,41,미신청,수신,VIP
757812224,정상회원,수지구-풍덕천동,여,55,미신청,수신,VIP
757830784,정상회원,수지구-신봉동,여,67,미신청,.,normal
757916160,정상회원,하남-위례동,여,39,미신청,.,normal
758072064,정상회원,수지구-상현동,여,39,미신청,.,normal
758330048,정상회원,수지구-성복동,여,44,미신청,.,normal
758380160,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
758684544,정상회원,기타-기타,여,36,미신청,.,normal
758751360,정상회원,수지구-신봉동,여,79,미신청,.,normal
758833024,정상회원,수지구-신봉동,여,43,미신청,.,normal
758951808,정상회원,수지구-상현동,여,71,미신청,.,normal
759059456,정상회원,수지구-성복동,여,44,신청,.,normal
759133696,정상회원,수지구-동천동,여,57,미신청,.,normal
759202368,정상회원,수지구-죽전동,여,42,미신청,.,normal
759230208,정상회원,수지구-신봉동,여,45,미신청,.,normal
759593984,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
759625536,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
759638528,정상회원,수지구-신봉동,여,45,미신청,.,normal
759699776,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
759770304,정상회원,수지구-죽전동,여,39,미신청,.,normal
759785152,탈퇴,수지구-동천동,여,41,미신청,수신,normal
759807424,정상회원,수지구-풍덕천동,여,45,미신청,수신,normal
759894656,정상회원,기타-기타,여,63,미신청,.,normal
759955904,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
759994880,정상회원,수지구-상현동,여,42,미신청,.,normal
760100672,정상회원,수지구-동천동,여,40,미신청,.,normal
760377216,정상회원,수지구-상현동,여,34,미신청,.,normal
760393920,정상회원,수지구-풍덕천동,여,55,미신청,.,normal
760419904,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
760431040,정상회원,수지구-성복동,여,44,미신청,.,normal
760755840,정상회원,수지구-상현동,여,38,미신청,.,normal
760796672,정상회원,수원 영통구-기타,여,50,미신청,.,normal
760882048,정상회원,수지구-풍덕천동,여,67,미신청,.,normal
760991552,정상회원,수지구-신봉동,여,43,미신청,.,normal
761041664,정상회원,수지구-신봉동,남,46,미신청,.,normal
761049088,정상회원,수지구-신봉동,여,61,미신청,.,normal
761067648,정상회원,수지구-상현동,여,47,신청,.,normal
761075072,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
761110336,정상회원,분당구-정자동,여,55,미신청,수신,normal
761114048,정상회원,수지구-신봉동,여,48,미신청,.,normal
761149312,정상회원,수지구-상현동,여,51,미신청,.,normal
761156736,정상회원,분당구-판교동,여,44,미신청,.,normal
761164160,정상회원,분당구-정자동,여,44,미신청,.,normal
761169728,정상회원,분당구-구미동,여,73,미신청,.,VIP
761210560,정상회원,수지구-신봉동,여,77,미신청,.,normal
761242112,정상회원,수지구-풍덕천동,여,46,미신청,수신,VIP
761245824,정상회원,수지구-풍덕천동,여,50,미신청,수신,normal
761299648,정상회원,기흥구-보정동,여,43,미신청,.,normal
761314496,정상회원,수지구-상현동,여,46,미신청,.,normal
761346048,정상회원,기흥구-중동,여,43,신청,.,normal
761366464,정상회원,수지구-풍덕천동,여,43,신청,.,normal
761399872,정상회원,수지구-동천동,여,50,미신청,.,normal
761403584,정상회원,수지구-죽전동,여,54,미신청,.,normal
761414720,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
761498240,정상회원,수지구-상현동,남,50,미신청,.,normal
761505664,정상회원,수지구-성복동,여,78,미신청,.,normal
761533504,정상회원,분당구-판교동,여,51,미신청,.,normal
761539072,정상회원,수지구-상현동,여,54,미신청,수신,normal
761596608,정상회원,기타-기타,여,46,미신청,.,normal
761604032,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
76160960,정상회원,기타-기타,여,39,미신청,.,normal
761622592,정상회원,수지구-동천동,여,45,신청,.,normal
761624448,정상회원,처인구-마평동,여,52,미신청,.,normal
761646720,정상회원,수지구-신봉동,여,47,신청,.,normal
761657856,정상회원,수지구-상현동,여,44,미신청,.,normal
761680128,정상회원,수지구-죽전동,여,48,미신청,.,normal
761687552,탈퇴,수지구-신봉동,여,64,미신청,.,normal
761702400,정상회원,기흥구-영덕동,여,46,미신청,.,normal
761724672,정상회원,수지구-신봉동,여,47,미신청,.,normal
761728384,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
761739520,정상회원,수원 영통구-기타,여,47,미신청,수신,normal
761767360,정상회원,수지구-동천동,여,50,미신청,.,normal
761776640,정상회원,처인구-마평동,여,54,미신청,.,normal
761784064,정상회원,수지구-풍덕천동,여,65,미신청,.,normal
761798912,정상회원,수지구-기타,여,45,미신청,.,normal
761802624,정상회원,기타-기타,남,59,미신청,.,normal
761815616,정상회원,기흥구-보정동,여,49,신청,.,normal
761830464,정상회원,수지구-풍덕천동,여,60,신청,.,normal
761836032,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
761847168,정상회원,수지구-풍덕천동,여,43,신청,.,normal
761865728,정상회원,수지구-상현동,여,48,미신청,.,normal
761899136,정상회원,수지구-상현동,여,62,미신청,.,normal
761949248,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
761952960,정상회원,수지구-풍덕천동,여,50,신청,.,normal
762001216,정상회원,수지구-신봉동,남,62,미신청,.,normal
762055040,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
762107008,정상회원,수지구-상현동,여,57,미신청,.,normal
762121856,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
762132992,정상회원,수지구-죽전동,여,45,미신청,.,normal
762140416,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
762147840,정상회원,수지구-죽전동,여,52,미신청,.,normal
762153408,정상회원,분당구-이매동,여,51,미신청,.,normal
762166400,정상회원,수지구-풍덕천동,여,53,미신청,.,normal
762173824,정상회원,수지구-신봉동,여,66,미신청,.,normal
762184960,정상회원,수지구-동천동,여,48,미신청,.,normal
762209088,정상회원,수지구-풍덕천동,남,62,미신청,.,normal
762288896,정상회원,수지구-상현동,여,53,미신청,.,normal
762305600,정상회원,수지구-상현동,남,44,신청,.,normal
762322304,정상회원,수지구-신봉동,여,51,미신청,.,normal
762337152,정상회원,수지구-풍덕천동,여,47,신청,.,normal
762352000,정상회원,수지구-신봉동,여,48,미신청,.,normal
762355712,정상회원,수지구-기타,여,49,미신청,.,normal
762387264,정상회원,수지구-성복동,여,48,미신청,.,normal
762413248,정상회원,수지구-죽전동,여,45,미신청,.,normal
762442944,정상회원,수지구-풍덕천동,여,47,미신청,수신,normal
762468928,정상회원,수지구-신봉동,여,40,미신청,.,normal
762476352,정상회원,수지구-신봉동,여,50,미신청,수신,VIP
762487488,정상회원,수지구-성복동,여,46,미신청,.,normal
762496768,정상회원,수정구-위례(창곡)동,여,49,미신청,.,normal
762513472,정상회원,수지구-성복동,남,38,미신청,.,normal
762545024,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
762561728,정상회원,기흥구-보정동,여,48,미신청,.,normal
762606272,정상회원,수지구-상현동,여,45,신청,.,normal
762608128,정상회원,수지구-상현동,여,27,신청,.,normal
762660096,정상회원,수지구-신봉동,여,48,미신청,.,normal
762682368,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
762695360,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
762717632,정상회원,수지구-상현동,여,47,미신청,.,normal
762721344,정상회원,수지구-성복동,여,64,미신청,.,normal
762732480,정상회원,기타-기타,여,48,미신청,.,normal
762745472,정상회원,수지구-성복동,여,48,신청,.,normal
762762176,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
762804864,정상회원,수지구-상현동,여,42,미신청,수신,VIP
762823424,정상회원,수지구-성복동,여,52,미신청,.,normal
762827136,정상회원,수지구-성복동,여,41,미신청,.,normal
762882816,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
762895808,정상회원,수지구-성복동,여,46,미신청,수신,VIP
762966336,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
762988608,정상회원,수지구-상현동,여,50,미신청,.,normal
762990464,정상회원,수지구-신봉동,여,48,미신청,.,normal
763005312,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
763010880,정상회원,수지구-상현동,여,41,미신청,.,normal
763042432,정상회원,수지구-풍덕천동,여,59,미신청,.,normal
763068416,정상회원,기타-기타,여,38,미신청,.,normal
763135232,정상회원,기흥구-언남동,여,45,미신청,.,normal
763137088,정상회원,수원 영통구-기타,여,44,미신청,.,normal
763142656,정상회원,분당구-수내동,여,47,미신청,.,normal
763213184,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
763215040,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
763281856,정상회원,수지구-성복동,여,41,미신청,수신,normal
763285568,정상회원,분당구-분당동,남,37,미신청,.,normal
763311552,정상회원,수지구-성복동,여,78,미신청,.,normal
763322688,정상회원,수지구-풍덕천동,여,75,미신청,.,normal
763331968,정상회원,기흥구-보정동,남,46,미신청,.,normal
763359808,정상회원,수지구-상현동,여,44,미신청,.,normal
763363520,정상회원,수지구-풍덕천동,여,49,신청,.,normal
763378368,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
763404352,정상회원,수지구-상현동,여,56,신청,.,normal
763406208,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
763417344,정상회원,분당구-중동,여,50,미신청,.,normal
763452608,정상회원,기타-기타,여,45,미신청,.,normal
763476736,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
763478592,정상회원,수지구-신봉동,여,54,미신청,.,normal
763482304,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
763493440,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
763499008,정상회원,수지구-성복동,여,60,미신청,.,normal
763506432,정상회원,기흥구-언남동,여,52,미신청,.,normal
763508288,정상회원,기흥구-서천동,여,49,미신청,수신,normal
763515712,정상회원,수지구-신봉동,여,52,신청,.,normal
763517568,정상회원,수지구-신봉동,남,50,미신청,.,normal
763549120,정상회원,수지구-동천동,여,41,미신청,.,normal
763569536,정상회원,수지구-신봉동,여,44,미신청,.,normal
763595520,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
763634496,정상회원,수지구-신봉동,여,46,미신청,.,normal
763660480,정상회원,수지구-상현동,여,54,미신청,.,normal
763679040,정상회원,분당구-서현동,여,51,미신청,.,normal
763682752,정상회원,기타-기타,여,43,미신청,.,normal
763718016,정상회원,분당구-이매동,여,48,미신청,.,normal
763723584,정상회원,수지구-신봉동,남,48,미신청,.,normal
763742144,정상회원,광주-기타,여,38,미신청,.,normal
763762560,정상회원,분당구-삼평동,여,41,신청,.,normal
763790400,정상회원,수지구-상현동,여,43,미신청,.,normal
763844224,정상회원,수지구-성복동,여,50,미신청,.,normal
763875776,정상회원,분당구-구미동,여,48,미신청,.,normal
763898048,정상회원,광주-오포읍,여,49,미신청,.,normal
763925888,정상회원,수지구-동천동,여,52,미신청,.,normal
763931456,정상회원,서울 강남구-기타,여,49,미신청,.,normal
763955584,정상회원,수지구-신봉동,여,50,미신청,.,normal
763964864,정상회원,수지구-동천동,여,61,신청,.,normal
763994560,정상회원,기흥구-동백동,남,48,미신청,.,normal
764076224,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
764118912,정상회원,수지구-성복동,여,51,미신청,.,normal
764144896,정상회원,수지구-상현동,여,49,미신청,.,normal
764180160,정상회원,기흥구-지곡동,여,43,미신청,.,normal
764204288,정상회원,기흥구-마북동,여,49,미신청,.,normal
764211712,정상회원,수지구-상현동,남,52,미신청,.,normal
764232128,정상회원,수지구-신봉동,여,43,미신청,.,normal
764271104,정상회원,수지구-풍덕천동,여,46,신청,.,normal
764284096,정상회원,수지구-풍덕천동,남,53,미신청,.,normal
764306368,정상회원,수지구-성복동,여,46,미신청,.,normal
764310080,정상회원,분당구-중동,여,48,미신청,.,normal
764313792,정상회원,수지구-신봉동,남,65,신청,.,normal
764326784,정상회원,수지구-동천동,여,47,미신청,.,normal
764328640,정상회원,수지구-동천동,여,39,신청,.,normal
764332352,정상회원,수지구-풍덕천동,여,44,신청,.,normal
764345344,정상회원,분당구-구미동,여,44,미신청,.,normal
764352768,정상회원,수지구-풍덕천동,여,53,신청,.,normal
764393600,탈퇴,기흥구-보정동,여,44,미신청,.,normal
764406592,정상회원,수지구-신봉동,여,55,미신청,.,normal
764425152,정상회원,수지구-성복동,여,52,미신청,.,normal
764428864,정상회원,수지구-풍덕천동,여,49,미신청,수신,normal
764430720,정상회원,수지구-상현동,여,33,미신청,.,normal
764432576,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
764438144,정상회원,화성-기타,여,40,미신청,.,normal
764480832,정상회원,수지구-동천동,여,62,미신청,.,normal
764493824,정상회원,수지구-신봉동,여,45,미신청,.,normal
764562496,정상회원,수원 권선구-기타,여,60,미신청,.,normal
764566208,정상회원,분당구-이매동,여,46,미신청,.,normal
764581056,정상회원,수지구-신봉동,여,50,미신청,.,normal
764592192,정상회원,수지구-동천동,여,29,신청,.,normal
764625600,정상회원,수지구-동천동,여,58,미신청,수신,normal
764649728,정상회원,수지구-기타,여,53,신청,.,normal
764692416,정상회원,수지구-동천동,여,48,신청,.,normal
764699840,정상회원,수지구-풍덕천동,여,74,미신청,.,normal
764714688,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
764742528,정상회원,수지구-동천동,여,45,신청,.,normal
764751808,정상회원,수지구-신봉동,여,48,미신청,.,normal
764762944,정상회원,기타-기타,여,41,미신청,.,normal
764774080,정상회원,수지구-신봉동,여,47,미신청,.,normal
764801920,정상회원,수지구-신봉동,여,57,미신청,.,normal
764805632,정상회원,수정구-기타,여,42,미신청,.,normal
764811200,정상회원,수지구-상현동,여,49,미신청,.,normal
764820480,정상회원,기흥구-보정동,여,53,미신청,.,normal
764842752,정상회원,수지구-동천동,여,43,미신청,.,normal
764855744,정상회원,수지구-상현동,여,47,미신청,.,normal
764948544,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
764981952,정상회원,수지구-신봉동,여,44,미신청,.,normal
764983808,정상회원,수지구-동천동,여,48,미신청,.,normal
76498752,정상회원,수지구-상현동,여,71,신청,.,normal
765013504,정상회원,수지구-신봉동,여,43,미신청,.,normal
765032064,정상회원,수지구-죽전동,여,45,미신청,.,normal
765054336,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
765076608,정상회원,수지구-상현동,여,54,미신청,.,normal
765080320,정상회원,중원구-상대원동,여,45,미신청,.,normal
765084032,정상회원,기흥구-보정동,여,49,미신청,.,normal
765106304,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
765141568,정상회원,분당구-이매동,남,51,신청,.,normal
765230656,정상회원,수지구-동천동,여,56,미신청,.,normal
765275200,정상회원,수지구-상현동,여,58,신청,.,normal
765330880,정상회원,수지구-동천동,여,59,신청,.,normal
765342016,정상회원,분당구-구미동,여,49,미신청,.,normal
765392128,정상회원,수지구-동천동,여,40,미신청,.,normal
76541440,정상회원,수지구-풍덕천동,여,60,미신청,.,normal
76545152,정상회원,수지구-풍덕천동,여,72,신청,.,normal
765462656,정상회원,수지구-상현동,여,49,미신청,.,normal
765538752,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
765542464,정상회원,수지구-상현동,여,50,미신청,수신,VIP
76554432,정상회원,수지구-상현동,여,52,미신청,.,normal
765598144,정상회원,처인구-삼가동,여,50,미신청,.,normal
765644544,정상회원,수지구-동천동,여,46,미신청,.,normal
765661248,정상회원,수지구-상현동,여,46,미신청,.,normal
765709504,정상회원,수지구-상현동,여,42,미신청,.,normal
765720640,정상회원,수지구-신봉동,여,42,미신청,.,normal
765728064,정상회원,수지구-동천동,여,48,미신청,.,normal
765752192,정상회원,수지구-신봉동,여,43,미신청,.,normal
765759616,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
765791168,정상회원,분당구-금곡동,여,46,미신청,.,normal
765846848,정상회원,하남-기타,여,37,미신청,.,normal
765863552,정상회원,분당구-서현동,여,40,미신청,.,normal
765930368,정상회원,수지구-동천동,여,41,미신청,.,normal
765973056,정상회원,분당구-정자동,남,67,미신청,.,normal
765980480,정상회원,수지구-상현동,여,47,신청,.,normal
766051008,정상회원,수지구-신봉동,여,49,신청,.,normal
766076992,정상회원,수지구-성복동,여,48,미신청,.,normal
766088128,정상회원,수원 영통구-기타,여,50,미신청,.,normal
766091840,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
766115968,정상회원,수지구-신봉동,여,53,미신청,.,normal
766143808,정상회원,분당구-서현동,여,67,미신청,.,normal
766149376,정상회원,처인구-기타,여,41,미신청,.,normal
766169792,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
766205056,정상회원,분당구-수내동,여,47,미신청,.,normal
766236608,정상회원,분당구-야탑동,여,61,미신청,.,normal
766266304,정상회원,수지구-상현동,여,41,미신청,.,normal
766271872,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
766297856,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
766305280,정상회원,분당구-정자동,여,39,미신청,.,normal
766437056,정상회원,기흥구-청덕동,여,70,미신청,.,normal
766448192,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
766461184,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
766503872,정상회원,수지구-성복동,남,76,미신청,.,normal
766505728,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
766537280,정상회원,수지구-풍덕천동,여,55,미신청,.,normal
766553984,정상회원,수지구-신봉동,여,45,미신청,.,normal
766622656,정상회원,수지구-신봉동,남,44,신청,.,normal
766644928,정상회원,수지구-풍덕천동,여,52,미신청,.,normal
766652352,정상회원,수지구-죽전동,여,40,미신청,.,normal
766661632,정상회원,수지구-성복동,여,47,미신청,.,normal
766672768,정상회원,수지구-풍덕천동,여,55,미신청,.,normal
766685760,정상회원,수지구-풍덕천동,여,45,미신청,수신,normal
766730304,정상회원,수지구-신봉동,여,39,미신청,.,normal
766735872,정상회원,수지구-신봉동,여,46,미신청,수신,VIP
766806400,탈퇴,기흥구-청덕동,여,52,미신청,.,normal
766823104,정상회원,분당구-삼평동,여,42,미신청,.,normal
766830528,정상회원,수지구-상현동,여,82,미신청,.,normal
766854656,정상회원,분당구-정자동,남,38,미신청,.,normal
766897344,정상회원,수지구-신봉동,여,47,미신청,.,normal
766941888,정상회원,분당구-서현동,여,50,미신청,.,normal
766973440,정상회원,수지구-신봉동,여,47,미신청,.,normal
767032832,정상회원,광주-오포읍,여,49,미신청,.,normal
767036544,정상회원,분당구-정자동,여,49,미신청,.,normal
767114496,정상회원,수지구-상현동,여,36,미신청,.,normal
767121920,정상회원,수지구-신봉동,여,44,미신청,.,normal
767142336,정상회원,기흥구-보정동,여,65,미신청,.,normal
767146048,정상회원,분당구-수내동,남,39,미신청,.,normal
767173888,정상회원,분당구-삼평동,여,45,미신청,.,normal
767203584,정상회원,기흥구-영덕동,여,58,미신청,.,normal
767264832,정상회원,수지구-상현동,여,47,미신청,.,normal
767366912,정상회원,기흥구-영덕동,여,43,미신청,.,normal
767404032,정상회원,수지구-동천동,여,49,미신청,.,normal
767437440,정상회원,분당구-판교동,여,46,미신청,수신,normal
767463424,정상회원,수지구-죽전동,남,46,미신청,.,normal
767526528,정상회원,분당구-판교동,여,44,미신청,수신,normal
767545088,정상회원,기흥구-중동,여,42,미신청,.,normal
767572928,정상회원,수지구-성복동,여,72,미신청,.,normal
767595200,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
767636032,정상회원,기흥구-영덕동,여,38,미신청,.,normal
767645312,정상회원,분당구-구미동,여,44,미신청,.,normal
767647168,정상회원,기흥구-상하동,여,40,미신청,.,normal
767764096,정상회원,기흥구-언남동,여,47,미신청,.,normal
767782656,정상회원,수지구-상현동,여,44,미신청,.,normal
767829056,정상회원,수지구-동천동,여,42,신청,.,normal
767929280,정상회원,수지구-신봉동,여,70,미신청,.,normal
767951552,정상회원,수지구-신봉동,여,44,미신청,.,normal
767966400,정상회원,수지구-상현동,여,42,미신청,.,normal
767971968,정상회원,수원 장안구-기타,여,40,미신청,.,normal
